model,dataset,split,rows,positive_rate,PR_AUC,ROC_AUC,precision@0.5,recall@0.5,F1@0.5,Brier,Recall@Top10%,TN,FP,FN,TP,scale_pos_weight
XGBoost,cost,validation,14442,0.03475972856945021,0.07220179902517058,0.6401925297375777,0.100418410041841,0.14342629482071714,0.11812961443806398,0.06476466357707977,0.2290836653386454,13295,645,430,72,29.72684085510689
XGBoost,cost,test,13939,0.03773584905660377,0.06294428496271318,0.5988690246877568,0.10483870967741936,0.09885931558935361,0.10176125244618395,0.06438151746988297,0.20532319391634982,12969,444,474,52,29.72684085510689
XGBoost,schedule,validation,6361,0.18424775978619715,0.4895274526908286,0.7824760733686447,0.5149532710280373,0.47013651877133106,0.4915254237288136,0.13078397512435913,0.318259385665529,4670,519,621,551,4.646635850025681
XGBoost,schedule,test,7968,0.21423192771084337,0.4195531385083696,0.7327182424895863,0.4086393088552916,0.5541886350322203,0.47041272998508205,0.18321044743061066,0.22964264792032807,4892,1369,761,946,4.646635850025681
