observation_id,project_id,project_code,serial_no,project_name,agency,state,sector,report_date,approval_date,approval_date_revised,original_cost_crore,revised_cost_crore,anticipated_cost_crore,cost_overrun_original_crore,cost_overrun_revised_crore,cumulative_expenditure_crore,original_completion_date,revised_completion_date,anticipated_completion_date,time_overrun_original_months,time_overrun_revised_months,additional_delay_months,milestones_achieved,milestones_total,physical_progress_pct,delay_reason,status,source.report,source.table,source.page,source.serial_no
FR_200205_001,,,1,"TARAPUR ATOMIC POWER PROJECT, TARAPUR,MAHARASHTRA (NPCIL)",NPCIL,,ATOMIC ENERGY,2002-05,1991-01,1997-12,3447.06,6421.0,6760.0,3312.94,339.0,2358.44,2007-01,,2006-07,-6.0,,,19,101,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,1
FR_200205_002,,,2,"KAIGA ATOM IC POWER PROJECT 3 & 4 UNITS, KAIGA",,,ATOMIC ENERGY,2002-05,2001-05,,4213.0,,4213.0,0.0,,450.61,2009-10,,2007-09,-25.0,,,3,75,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,2
FR_200205_003,,,3,KUDANKULAM APP (NPCIL),NPCIL,,ATOMIC ENERGY,2002-05,2001-12,,13171.0,,13171.0,0.0,,721.55,2008-12,,2008-12,0.0,,,1,119,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,3
FR_200205_004,,,4,JHANJRA U.G. (ECL),ECL,,COAL,2002-05,1982-12,1995-08,184.55,403.96,386.44,201.89,-17.52,365.22,1994-03,1998-03,2002-06,99.0,51.0,3.0,1,1,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,4
FR_200205_005,,,5,TPS-I EXP.(NLC),NLC,,COAL,2002-05,1996-02,2001-12,1590.58,1420.27,1423.47,-167.11,3.2,1017.13,2001-03,2002-05,2002-07,16.0,2.0,,7,13,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,5
FR_200205_006,,,6,POOTKI BALIHARI UG,,,COAL,2002-05,1983-12,1997-04,199.87,199.87,182.6,-17.27,-17.27,169.11,1994-03,2000-03,2003-03,108.0,36.0,,0,2,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,6
FR_200205_007,,,7,SATGRAM UG(ECL),ECL,,COAL,2002-05,1979-05,2002-02,26.37,118.87,118.87,92.5,0.0,111.02,1989-03,2003-03,2003-03,168.0,0.0,,1,2,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,7
FR_200205_008,,,8,MINE-1A(NLC),NLC,,COAL,2002-05,1998-02,,1032.81,,1015.74,-17.07,,703.89,2003-03,,2003-03,0.0,,,14,22,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,8
FR_200205_009,,,9,RAVINDERKHANI NEW TECH. UG (SCCL),SCCL,,COAL,2002-05,1995-12,,242.95,,242.94,-0.01,,21.26,2003-03,,2003-03,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,9
FR_200205_010,,,10,EXPANSION OF MINE- I(NLC),NLC,,COAL,2002-05,1992-03,2001-12,1336.93,1658.38,1667.76,330.83,9.38,1400.14,1996-10,2003-04,2003-04,78.0,0.0,,0,8,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,10
FR_200205_011,,,11,NIGAHI OC EXPANSION(NCL),NCL,,COAL,2002-05,1997-07,,1846.49,,1846.49,0.0,,1034.75,2004-03,,2004-03,0.0,,,5,10,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,11
FR_200205_012,,,12,DUDHICHUA (NCL),NCL,,COAL,2002-05,1992-08,2001-03,868.93,1281.39,1281.39,412.46,0.0,1042.28,1998-03,2004-03,2004-03,72.0,0.0,,3,4,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,12
FR_200205_013,,,13,JHARKHAND OC(CCL),CCL,,COAL,2002-05,1998-10,,110.89,,110.89,0.0,,49.07,2004-03,,2004-03,0.0,,,3,6,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,13
FR_200205_014,,,14,NAMRUP PLANT,,,FERTILISERS,2002-05,1997-10,,350.0,,,159.4,,263.46,2001-05,,,17.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,6,14
FR_200205_015,,,15,HALDIA FETILIZER PROJECT (HFC),HFC,,FERTILISERS,2002-05,1971-11,1981-07,88.03,281.96,790.0,701.97,508.04,830.0,1976-10,1982-04,,,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,15
FR_200205_016,,,16,EXPN. OF CAPACITY OF SMELTER & CPP (NALCO),NALCO,,MINES,2002-05,1998-02,,2061.98,,2061.98,0.0,,1363.74,2002-05,,2002-11,6.0,,,2,24,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,16
FR_200205_017,,,17,INSTALLATION OF 8th UNIT OF CAPTIVE POWER PLANT. (NALCO),NALCO,,MINES,2002-05,2001-02,,480.0,,480.0,0.0,,95.92,2004-02,,2004-02,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,17
FR_200205_018,,,18,10/11A BAILADILA DEPOSIT(NMDC),NMDC,,STEEL,2002-05,1995-08,,430.5,,449.02,18.52,,293.73,1999-08,,2002-07,35.0,,,13,32,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,18
FR_200205_019,,,19,ADDNL COMPRESSOR(ONGCL),ONGCL,,PETROLEUM,2002-05,1999-12,,177.64,,177.64,0.0,,96.63,2002-04,,2002-04,0.0,,,0,6,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,19
FR_200205_020,,,20,"NEW SOLVENT DEWAXING UNIT (IOC),DIGBOI",IOC,,PETROLEUM,2002-05,1999-02,,419.0,,401.0,-18.0,,322.15,2002-11,,2002-06,-5.0,,1.0,14,15,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,20
FR_200205_021,,,21,HYDROTREATING PLANT AT GUWAHATI (IOC),IOC,,PETROLEUM,2002-05,1999-02,,497.0,,528.0,31.0,,476.01,2002-05,,2002-07,2.0,,2.0,27,29,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,21
FR_200205_022,,,22,AUGMENTATION OF HBCPL (IOC),IOC,,PETROLEUM,2002-05,1998-05,,472.0,,288.0,-184.0,,282.05,2002-02,,2002-08,6.0,,6.0,8,8,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,22
FR_200205_023,,,23,BARAUNI REFINERY EXPANSION (IOC),IOC,,PETROLEUM,2002-05,1999-02,,1803.0,,1970.0,167.0,,1445.07,2002-05,,2002-08,3.0,,3.0,38,42,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,23
FR_200205_024,,,24,"CATALYTIC DEWAXING UNIT,HALDIA(IOC)",IOC,,PETROLEUM,2002-05,1999-07,,422.0,,385.0,-37.0,,191.81,2003-05,,2002-08,-9.0,,2.0,18,20,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,24
FR_200205_025,,,25,HYDROTREATER AT DIGBOI REF. (IOCL),,,PETROLEUM,2002-05,1999-02,,343.0,,348.0,5.0,,267.6,2002-05,,2002-11,6.0,,,21,33,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,25
FR_200205_026,,,26,AUG. OF VIRANGAM KOYALI OF SM PIPELINE (IOC),IOC,,PETROLEUM,2002-05,2001-05,,329.05,,180.69,-148.36,,8.57,2003-03,,2003-03,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,26
FR_200205_027,,,27,LPG TERMINAL FOREIRP(IOCL),,,PETROLEUM,2002-05,1999-10,,220.81,,220.81,0.0,,38.73,2003-06,,2003-06,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,7,27
FR_200205_028,,,28,"CONSTRUCTION OF POL TERMINMAL FOR ERIP,PARADIP(IOC)",IOC,,PETROLEUM,2002-05,1999-09,,569.0,,569.0,0.0,,16.35,2003-05,,2003-06,1.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,28
FR_200205_029,,,29,IOR SCHEME NEELAM(ONGCL),ONGCL,,PETROLEUM,2002-05,2001-01,,347.69,,347.69,0.0,,31.22,2003-07,,2003-07,0.0,,,0,3,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,29
FR_200205_030,,,30,REFINERY EXPANSION CUM.MOD. PROJECT(CPCL),,,PETROLEUM,2002-05,2000-07,,2360.38,,2360.38,0.0,,421.4,2003-07,,2003-07,0.0,,,35,81,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,30
FR_200205_031,,,31,"AUG. OF KOYALI- VIRAMGAM-SIDHPUR PRODUCT PIPELINE,GUJ(IOCL)",,,PETROLEUM,2002-05,2001-08,,119.01,,119.01,0.0,,3.68,2003-07,,2003-07,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,31
FR_200205_032,,,32,VISAKH-SECNDERABAD LPG(GAIL),,,PETROLEUM,2002-05,2001-01,,490.65,,490.65,0.0,,76.37,2003-08,,2003-08,0.0,,,12,42,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,32
FR_200205_033,,,33,ADDNL DEV I HEERA & SOUTH HEERA(ONGCL),ONGCL,,PETROLEUM,2002-05,2001-01,,309.08,,309.08,0.0,,44.38,2004-01,,2004-01,0.0,,,1,4,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,33
FR_200205_034,,,34,LINEAR ALKYL BENZENE (IOCL),,,PETROLEUM,2002-05,2001-05,,1248.0,,1248.0,0.0,,96.85,2004-03,,2004-03,0.0,,,7,10,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,34
FR_200205_035,,,35,IOR GANDHAR(ONGCL),ONGCL,,PETROLEUM,2002-05,2000-12,,609.44,,761.74,152.3,,55.89,2004-03,,2004-03,0.0,,,0,3,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,35
FR_200205_036,,,36,INTEGRATED PARA- XYLENE(IOCL),,,PETROLEUM,2002-05,1999-06,,4228.0,,5104.0,876.0,,244.96,2005-08,,2004-08,-12.0,,,0,12,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,36
FR_200205_037,,,37,"DHDT & M.S.Q PROJECT, MATHURA REFINERY (IOCL)",,,PETROLEUM,2002-05,2001-08,,1483.0,,1483.0,0.0,,59.89,2004-08,,2004-08,0.0,,,1,52,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,37
FR_200205_038,,,38,KBPL CONVERSION TO CRUDE SERVICE & MUNDRA-KOL LINE (IOCL),,,PETROLEUM,2002-05,2002-02,,305.6,,734.05,428.45,,,2004-08,,2004-08,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,38
FR_200205_039,,,39,HBJ PIPELINE UPGRADATION PJCT- PHI(GAIL),,,PETROLEUM,2002-05,2001-12,,2936.0,,2936.0,0.0,,3.5,2004-09,,2004-09,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,39
FR_200205_040,,,40,REFINERY MODERNISATION(BPCL),BPCL,,PETROLEUM,2002-05,2000-12,,1592.65,,1592.65,0.0,,142.54,2003-09,,2004-09,12.0,,,14,76,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,40
FR_200205_041,,,41,PANIPAT REFINERY EXPANSION (IOCL),,,PETROLEUM,2002-05,1999-08,,3365.0,,4165.0,800.0,,131.56,2005-01,,2004-12,-1.0,,2.0,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,41
FR_200205_042,,,42,MUMBAI HIGH NORTH DEV(ONGCL),ONGCL,,PETROLEUM,2002-05,2000-12,,2929.4,,2929.4,0.0,,57.7,2005-12,,2005-12,0.0,,,0,11,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,42
FR_200205_043,,,43,"IMPROVED OIL RECOVERY PROJECT, RUDRASAGAR",,,PETROLEUM,2002-05,2001-09,,113.9,,113.9,0.0,,0.02,2006-03,,2006-03,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,43
FR_200205_044,,,44,"IMPROVED OIL RECOVERY PROJECT, GELEKI",,,PETROLEUM,2002-05,2001-09,,390.09,,390.09,0.0,,,2007-03,,2007-03,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,44
FR_200205_045,,,45,IOR LAKWA-LAKHMANI,,,PETROLEUM,2002-05,2001-09,,345.1,,345.1,0.0,,0.03,2007-03,,2007-03,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,8,45
FR_200205_046,,,46,MUMBAI HIGH SOUTH DEVELOPMENT (ONGCL),ONGCL,,PETROLEUM,2002-05,2001-10,,5255.97,,5255.97,0.0,,116.69,2007-07,,2007-07,0.0,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,9,46
FR_200205_047,,,47,"PRODUCT TERMINAL CIF,BINA,MP (BPCL)",BPCL,,PETROLEUM,2002-05,1997-11,1996-09,463.4,,463.4,0.0,,19.51,2000-11,,,,,,0,0,,,,FR_MAY_2002.pdf,Sector-Wise analysis of projects,9,47
