project_id,canonical_project_code,canonical_project_name,canonical_agency,canonical_state,canonical_sector,first_report_date,last_report_date,observation_count,identity_confidence
PRJ_CODE_240101173,240101173,"AGRA-SHIKOHABAD (GQ) KM.199.66- KM.250.50 (NH-2) - NHAI,Uttar Pradesh",NH-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240101178,240101178,FATEHPUR-KHAGA (GQ) KM.38- KM.115 (NH-2) -,NH-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240101181,240101181,VARANASI-MOHANIA (GQ) KM.317- 329 & KM.0-KM.65 (NH-2) -,NH-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240101187,240101187,GORHAR-BARWA ADDA (GQ) KM.320- KM.398.75 (NH-2) -,NH-2,,ROAD TRANSPORT & HIGHWAYS,2008-06,2010-08,15,HIGH
PRJ_CODE_240102193,240102193,"KUNJWANI-VIJAYPUR(NS-15) (NS & EW-PH-I) KM.80-KM.97.20,NH-1A -",NS & EW-PH-I,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240102202,240102202,"KANYAKUMARI-PANAGUDI (NS CORR. PH-II) (KM 203-233.60), NH-7 -",KM 203-233.60,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240103191,240103191,"PURNEA-GOYAKOTA SEC.(EW) (NS & EW-PH-I) KM.419-KM.447, NH-31 - NHAI,Bihar",NS & EW-PH-I,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-05,22,HIGH
PRJ_CODE_240103192,240103192,LUCKNOW-BYPASS (EW) (NS & EW- PH-I) NH-25 & NH-28 VIA NH-56 -,NS & EW- PH-I,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240104196,240104196,"HALDIA PORT (PORT CONNECTIVITY) (NH-41) - NHAI,West Bengal",NH-41,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-04,32,HIGH
PRJ_CODE_240106202,240106202,"CHENNAI BYPASS (NHAI) OTHERS, NH-45, 4 & 5 -",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-12,17,HIGH
PRJ_CODE_240106203,240106203,"IMPROVEMENT OF ACCESS OF GQ WITHIN CHENNAI CITY(NHAI) OTHERS - NHAI,Tamil Nadu",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-06,23,HIGH
PRJ_CODE_240106204,240106204,"GARHMUKTESHWAR-MURADABAD (NHAI) OTHERS KM.93-149.25, NH-24 - NHAI,Uttar Pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-07,35,HIGH
PRJ_CODE_240106205,240106205,"HAPUR-GARHMUKTESWAR (OTHERS) KM.58-93, NH-24 - NHAI,Uttar Pradesh",OTHERS,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106207,240106207,DEVDHARI-KELAPUR -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240106208,240106208,DEVDHARI-WADNER - Total,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240106209,240106209,JAM-WADNER -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240106210,240106210,"BORKHEDI-JAM (NS-22/MH) PH.II KM.36.6 TO KM.64.0, NH-7 -",NS-22/MH,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240106215,240106215,"GARAMORE TO BAMANBORE (PACK.- III) PH.-II, KM.254-KM.182.60 -",PACK.- III,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106216,240106216,"GAGODHAR-GARAMORE(PK-IV,NH15) KM 245 TO 281.3 AND 308 TO 254 - NHAI,Gujarat","PK-IV,NH15",,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-01,29,HIGH
PRJ_CODE_240106220,240106220,"JHANSI BYPASS (UP-3), KM.104- KM.91, NH-25 -",UP-3,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106221,240106221,"GANGA BRIDGE TO RAMDEVI CROSSING PH.II NH-25, KM.75-80.06 - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106222,240106222,"AYODHYA - LUCKNOW (LMNHP-I) NH- 28, KM.45 TO KM.8.2 - NHAI,Uttar Pradesh",LMNHP-I,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-07,24,HIGH
PRJ_CODE_240106223,240106223,"MEHSI TO KOTWA (LMNHP-II), PH.II, KM.480 TO KM.440, NH-28 - NHAI,Bihar",LMNHP-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-05,22,HIGH
PRJ_CODE_240106224,240106224,"MUZZAFFARPUR TO MEHSI (LMNHP- 12), KM.520 TO 480, NH-28 -",LMNHP- 12,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106225,240106225,"AYODHYA - LUCKNOW (LMNHP-II) KM.93.075 TO KM.45, NH-28 - NHAI,Uttar Pradesh",LMNHP-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-08,25,HIGH
PRJ_CODE_240106226,240106226,"BIJNI TO ASSAM/WB BORDER PH.II, KM.30.00 TO 0.00, NH-31 C - NHAI,Assam",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106227,240106227,"PURNEA-FORBESGANJ (BR-1) PHASE-II, KM.309 TO 268, NH-57 -",BR-1,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240106228,240106228,"PURNEA-FORBESGANJ (BR-2) PHASE-II, KM.268 TO 230, NH-57 -",BR-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240106229,240106229,"SWAROOPGANJ TO BAKARIA (RJ-1) PH.II, KM.29-KM.0 (NH-76) -",NH-76,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106231,240106231,GOGUNDA TO UDAIPUR (RJ-3) NH.76 KM.104 TO KM.73 -,RJ-3,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-12,5,HIGH
PRJ_CODE_240106232,240106232,CHITTORGARH BYPASS(RJ-6) NH-76 KM.159 TO KM.213 -,RJ-6,,ROAD TRANSPORT & HIGHWAYS,2005-12,2009-12,7,HIGH
PRJ_CODE_240106235,240106235,"VIJAYAPUR TO PATHANKOT (J&K) NH-1A KM.16.35 TO KM.50.00 - NHAI,J & K",J&K,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-07,35,HIGH
PRJ_CODE_240106236,240106236,"VIJAYAPUR TO PATHANKOT (NS- 35/J&K) NH-1A KM.50 TO KM.80 - NHAI,J & K",NS- 35/J&K,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106237,240106237,"PATHANKOT- BHOGPUR, KM.26- KM.70, NH-1A - NHAI,Punjab",,,ROAD TRANSPORT & HIGHWAYS,2006-12,2012-11,39,HIGH
PRJ_CODE_240106238,240106238,"MADURAI-KANYAKUMARI, KM.42-KM.80, NH-7 (TAMIL",,,ROAD TRANSPORT & HIGHWAYS,2006-10,2009-03,3,HIGH
PRJ_CODE_240106239,240106239,"MADURAI-TIRUNVELI SECTION INCLUDING MADURAI-BYPASS, NH-7 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106240,240106240,"MADURAI -KANIAKUMARI SECTION (NS-41/TN) NH-7,KM.80 TO KM.120 -",NS-41/TN,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-03,20,HIGH
PRJ_CODE_240106241,240106241,"MADURAI -KANNIAKUMARI SEC. (NS- 42/TN) NH-7, KM.120 TO KM.160 -",NS- 42/TN,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240106242,240106242,"TIRUNELVEI-PANAGUDI,KM 160- 203(T.N) -",T.N,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106243,240106243,"KOTWA TO DEWAPUR(10 LMNHP),NH-28 PHASE-II, KM.440 TO KM.402 - NHAI,Bihar",10 LMNHP,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106244,240106244,"DEEWAPUR TO UP/BIHAR BORDER (LMNHP-9)-NH-28, KM.402-360.915 - NHAI,Bihar",LMNHP-9,,ROAD TRANSPORT & HIGHWAYS,2010-01,2012-11,30,HIGH
PRJ_CODE_240106245,240106245,"GORAKHPUR-AYODHYA (LMNHP- 6),NH-28, KM.251.70 TO KM.208.00 -",LMNHP- 6,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-01,18,HIGH
PRJ_CODE_240106246,240106246,"GORAKHPUR-AYODHYA (LMNHP- 5),NH-28, KM.208.00 TO KM.164.00 - NHAI,Uttar Pradesh",LMNHP- 5,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-11,27,HIGH
PRJ_CODE_240106247,240106247,"GORAKHPUR-AYODHYA (LMNHP- 4),NH-28, KM.164.00 TO KM.135.00 -",LMNHP- 4,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106248,240106248,"AYODHYA-LUCKNOW (LMNHP-3),NH- 28, KM.135.000 TO KM.93.075 -",LMNHP-3,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106249,240106249,"ORAI TO JHANSI (UP-4),NH-25, KM.170.0 TO KM.104.0 -",UP-4,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-01,18,HIGH
PRJ_CODE_240106250,240106250,"ORAI TO JHANSI (UP-5),NH-25, KM.220.0 TO KM.170.0 - NHAI,Uttar Pradesh",UP-5,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106251,240106251,"JHANSI-SHIVPURI ,NH-25,NH-25 KM- 91-50 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106254,240106254,"RAJASTHAN/MP BORDER TO KOTA(RJ-10), KM.509- 449.15, NH-76 -",RJ-10,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106255,240106255,"RJ/MP BORDER TO KOTA(RJ-9) NH- 76, KM.449.15 TO KM.406 -",RJ-9,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106256,240106256,"MEERUT-MUZAFFARNAGAR, NH-58 PHASE-III, KM.52.25 TO KM.131.00 - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-07,24,HIGH
PRJ_CODE_240106257,240106257,"DHULE-PIMPALGAON, NH-3, KM.380 TOKM. 265 -",,,ROAD TRANSPORT & HIGHWAYS,2008-12,2010-08,14,HIGH
PRJ_CODE_240106258,240106258,"MAHUA-JAIPUR, NH-11, KM.120 TO KM.228 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106259,240106259,"BHARATPUR MAHAVA, NH-11, KM.63 TO KM.120 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106260,240106260,"AURANG-RAIPUR, NH-6, KM.232 TO KM.281 - NHAI,Chhatisgarh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106261,240106261,"AMBALA-ZIRAKPUR, NH-21AND22, KM.5/735 TO KM.39/961 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106262,240106262,"GONDE-VADAPE(THANE), NH-3, KM.440/000 TO KM.539/500 -",THANE,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-04,21,HIGH
PRJ_CODE_240106268,240106268,"JALANDAR-AMRITSAR, KM.407/100 TO KM.456/100, NH-1 -",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2010-09,17,HIGH
PRJ_CODE_240106270,240106270,"SALEM TO KARUR (NS-21 OF TN-2), KM.207.050-KM.248.625, NH-7 -",NS-21 OF TN-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106271,240106271,"SALEM TO KARUR, KM.258-645 TO KM.292.6 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106272,240106272,"KARUR TO MADURAI (NH-7), KM.305.6 TO KM.373.275, NH-7 -",NH-7,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-10,3,HIGH
PRJ_CODE_240106273,240106273,"SALEM TO KERALA BORDER SEC(TN6), KM.203.96 NH7 TO KM 53 NH47 -",TN6,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240106274,240106274,"SALEM TO KERALA BORDER SEC. (TN-7), KM.53 TO KM.100, NH-47 -",TN-7,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106275,240106275,"KARUR TO MADURAI (TN-5), KM.373.275 TO KM.426.6, NH-7 -",TN-5,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_240106276,240106276,"MADURAI-ARUPKOTTAI-TUTICORIN, KM.138.8 TO KM.264.5, NH-45 B - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-11,27,HIGH
PRJ_CODE_240106277,240106277,"HARANGAJO TO MAIBANG (AS-23), KM.126.450 TO KM.140.700 - NHAI,Assam",AS-23,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106278,240106278,"MAIBANG TO LUNDING (AS-25), KM.83.400 TO KM.111.000 - NHAI,Assam",AS-25,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106279,240106279,"MAIBANG TO LUNDING (AS-26), KM.60.500 TO KM.83.400, NH-54 - NHAI,Assam",AS-26,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106280,240106280,"MAIBANG TO LUNDING (AS-24), KM.111.000 TO KM.126.450 - NHAI,Assam",AS-24,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106281,240106281,"MAIBANG TO LUNDING (AS-27), KM.40.000 TO KM.60.500 - NHAI,Assam",AS-27,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106283,240106283,KELARPUR-PIMPALKATTI-KM 153 TO KM 175 -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_240106284,240106284,HYDERABAD BANGALORE SECTION(NH-7)(NHAI) -,NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-10,3,HIGH
PRJ_CODE_240106285,240106285,TRICHY BYPASS END TO TOVARAMKURCHI (NH-45B)(NHAI) -,NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_240106286,240106286,LANKA TO DABOKA (NH-54)(NHAI) -,NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106288,240106288,"DAKOBA TO NAGAON (NH-36)(NHAI) - NHAI,Assam",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106289,240106289,NAGAON BYPASS (NH-37)(NHAI) -,NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-04,21,HIGH
PRJ_CODE_240106290,240106290,"BIJNI TO ASSAM WB BORDER (NH- 31.C)(1)(NHAI) - NHAI,Assam",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106291,240106291,"KASIA TO GORAKHPUR (NH- 28)(NHAI) - NHAI,Uttar Pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-12,28,HIGH
PRJ_CODE_240106292,240106292,"UP/BIHAR BORDER TO KASIA (NH- 28)(NHAI) - NHAI,Uttar Pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-05,33,HIGH
PRJ_CODE_240106293,240106293,"BIJNI TO ASSAM /WB.BORDER (NH- 31.C)(2)(NHAI) - NHAI,Assam",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106294,240106294,"FORBESGANJ TO SIMRAHI (NH- 57)(NHAI) - NHAI,Bihar",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106295,240106295,"DARBHANGA-MUZAFFARPUR, NH-57 (NHAI) -",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_240106296,240106296,"DARBHANGA-MUZAFFARPUR(KM 30 TO KM 0), NH-57 (NHAI) -",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-01,18,HIGH
PRJ_CODE_240106297,240106297,"KOTA BYPASS,RJ-4, NH-76 (NHAI) - NHAI,Rajasthan",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106299,240106299,"LALITPUR TO SAGAR, NH-26 (NHAI) - NHAI,Madhya pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-11,27,HIGH
PRJ_CODE_240106300,240106300,"LALITPUR TO SAGAR KM 132 TO KM 187, NH-26 (NHAI) - NHAI,Madhya pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-05,33,HIGH
PRJ_CODE_240106301,240106301,"SAGAR BY PASS,KM 187 TO KM 211 , NH-26 (NHAI) - NHAI,Uttar Pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-07,35,HIGH
PRJ_CODE_240106302,240106302,"SAGAR - RAJMARG CHORAHA,KM 255-297, NH-26 (NHAI) -",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-11,16,HIGH
PRJ_CODE_240106303,240106303,"SAGAR - RAJMARG CHORAHA,KM NHAI,Madhya pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106304,240106304,"RAJMARG CHORAHA TO LAKHNANDON,KM 297 TO KM 351, NH-26 (NHAI) - NHAI,Madhya pradesh",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_240106305,240106305,"RAJMARG CHORAHA TO LAKHNANDON,KM 351 TO KM 405.7, NH-26 (NHA - NHAI,Madhya pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_250100112,250100112,"ESTABLISHMENT OF VESSEL TRAFFIC SERVICES IN GULF OF KUTCH - SHIPP.,Gujarat",,,SHIPPING & PORTS,2009-03,2012-02,30,HIGH
PRJ_CODE_250100174,250100174,ACQUISION OF 2-300000 DWT VERY LARGE CRUDE CARRIERS (VLCC),,,SHIPPING & PORTS,2005-11,2009-08,43,HIGH
PRJ_CODE_250100175,250100175,SETHUSAMUDRAM SHIP CHANNEL PROJECT,,,SHIPPING & PORTS,2006-02,2012-11,77,HIGH
PRJ_CODE_260100051,260100051,NATIONAL RADIO SPECTRUM MANAGEMENTand MONIT. SY. I -,,,TELECOMMUNICATIONS,2009-03,2010-08,13,HIGH
PRJ_CODE_260100081,260100081,GSM BASED NETWORK EXPANSION PH-IV (BSNL) (U.P. WEST) -,U.P. WEST,,TELECOMMUNICATIONS,2009-03,2009-03,1,HIGH
PRJ_CODE_260100089,260100089,GSM BASED NETWORK EXPANSION PH-IV (BSNL)(PUNJAB) -,PUNJAB,,TELECOMMUNICATIONS,2009-03,2009-03,1,HIGH
PRJ_CODE_260100090,260100090,GSM BASED NETWORK EXPANSION PH-IV (BSNL)(RAJASTHAN) -,RAJASTHAN,,TELECOMMUNICATIONS,2009-03,2009-03,1,HIGH
PRJ_CODE_260100093,260100093,GSM BASED NETWORK(PH-IV)(BSNL) ORISSA -,BSNL,,TELECOMMUNICATIONS,2009-03,2009-03,1,HIGH
PRJ_CODE_260100094,260100094,GSM-NETWORK EXPANSION(PH-IV) (BSNL) W. BENGAL -,BSNL,,TELECOMMUNICATIONS,2009-03,2009-03,1,HIGH
PRJ_CODE_260100095,260100095,GSM EXPANSION PH.IV (B) (BSNL) MAHARASHTRA -,BSNL,,TELECOMMUNICATIONS,2009-03,2010-08,13,HIGH
PRJ_CODE_260100099,260100099,"PROJ.III OF NIB-II OF MESSAGING STORAGE - BSNL,Multi State",,,TELECOMMUNICATIONS,2009-03,2012-07,35,HIGH
PRJ_CODE_260100100,260100100,EAST-WEST TRANSNISSION CORRIDOR STRENGTHNING SCHEME,,,POWER,2006-05,2011-05,60,HIGH
PRJ_CODE_280100002,280100002,"DELHI MRTS PHASE-II PROJECT - DMRC,Delhi",,,URBAN DEVELOPMENT,2009-03,2011-07,24,HIGH
PRJ_CODE_300100001,300100001,"PAGLADIYA DAM PROJECT - MoWR,Assam Total",,,WATER RESOURCES,2009-03,2012-11,37,HIGH
PRJ_CODE_N02000007,N02000007,"URANIUM ORE MINE & PROCESSING PLANT AT TUMMALAPALL - UCIL,Andhra Pradesh",,,ATOMIC ENERGY,2009-03,2012-11,37,HIGH
PRJ_CODE_N02000010,N02000010,"KAKRAPAR ATOMIC POWER PROJECT - 3 and 4 - NPCIL,Gujarat",,,ATOMIC ENERGY,2011-05,2012-11,16,HIGH
PRJ_CODE_N02000027,N02000027,"RAJASTHAN ATOMIC POWER PROJECT -7 and 8 (2X700 MW) - NPCIL,Rajasthan",2X700 MW,,ATOMIC ENERGY,2011-12,2012-11,10,HIGH
PRJ_CODE_N04000016,N04000016,CONSTRUCTION OF NEW INTERNATIONAL TERMINAL BUILDING,,,ATOMIC ENERGY,2007-04,2010-01,33,HIGH
PRJ_CODE_N04000017,N04000017,CONSTRUCTION OF NEW INTERNATIONAL TERMINAL BLDG. A -,,,CIVIL AVIATION,2009-03,2011-01,18,HIGH
PRJ_CODE_N04000034,N04000034,C/O NEW EXPANDABLE MODULAR INTEGRATED BLDG. RAIPUR -,,,CIVIL AVIATION,2009-03,2010-03,8,HIGH
PRJ_CODE_N04000035,N04000035,C/O EXPANDABLE MODULAR INTEGRATED TER. BULD. RAJA -,,,CIVIL AVIATION,2009-09,2010-03,7,HIGH
PRJ_CODE_N04000036,N04000036,C/O EXPANDABLE MODULAR TER. BULD. AT DABH INDORE -,,,CIVIL AVIATION,2009-09,2010-03,7,HIGH
PRJ_CODE_N04000037,N04000037,"C/O INTEGRATED PASSENGER TER. BULD. NSCBI AIRPORT - AAI,West Bengal",,,CIVIL AVIATION,2009-09,2012-11,36,HIGH
PRJ_CODE_N04000038,N04000038,"D/O KAMARAJ DOMESTIC TER-PH-II And EXP. ANNA INT. - AAI,Tamil Nadu",K1,,CIVIL AVIATION,2009-09,2012-11,36,HIGH
PRJ_CODE_N04000039,N04000039,C/O INTEGERATED CARGO COMPLEX(PH-III) AT CHENNAI A -,PH-III,,CIVIL AVIATION,2009-09,2010-03,7,HIGH
PRJ_CODE_N04000040,N04000040,D/O OF TERMINAL BLDG. AND PAVEMENT WORKS AT CHENNA -,,,CIVIL AVIATION,2009-09,2011-04,16,HIGH
PRJ_CODE_N04000042,N04000042,Construction of New Integrated Passenger Terminal -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000047,N04000047,Construction of New Expandable Modular Integrated -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000049,N04000049,C/o new Integrated terminal Bldg. at Birsa Munda -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000050,N04000050,"C/o new Airport at Pakyong(Sikkim) Airport - AAI,Sikkim",Sikkim,,CIVIL AVIATION,2010-01,2012-11,32,HIGH
PRJ_CODE_N04000051,N04000051,Construction of New Integrated terminal building -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000052,N04000052,Construction of New Integrated Terminal Building -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000056,N04000056,"Extension of Secondary Runway(K2) - AAI,Tamil Nadu",K2,,CIVIL AVIATION,2010-01,2011-03,15,HIGH
PRJ_CODE_N04000057,N04000057,C/O PASSENGER LOUNGE BIRSI AIRPORT -,,,CIVIL AVIATION,2010-01,2010-03,3,HIGH
PRJ_CODE_N04000065,N04000065,"GAGAN PROJECT - AAI,Multi State Total",,,CIVIL AVIATION,2010-01,2012-11,32,HIGH
PRJ_CODE_N04000068,N04000068,"CONSTRACTION OF RCC/PRE STRESSD CONCRETE BRIDGE K3 - AAI,Tamil Nadu",,,CIVIL AVIATION,2010-03,2011-04,14,HIGH
PRJ_CODE_N04000069,N04000069,"Construction of New International Terminal Building - AAI,Goa",,,CIVIL AVIATION,2010-07,2012-11,26,HIGH
PRJ_CODE_N04000070,N04000070,"DEVELOPMENT OF CHANDIGARH INTERNATIONAL AIRPORT(MO - AAI,Punjab",,,CIVIL AVIATION,2012-07,2012-11,3,HIGH
PRJ_CODE_N06000007,N06000007,KRISHNASHILA,4MTY,,COAL,2006-06,2012-11,74,HIGH
PRJ_CODE_N06000008,N06000008,"KUSMUNDA EXPN.OCP(SECL)(10- 15MTY) - SECL,Chhatisgarh",10MTY,,COAL,2009-03,2012-11,37,HIGH
PRJ_CODE_N06000009,N06000009,BLOCK-B OCP NCL (3.5 MTY),3.5 MTY,,COAL,2006-06,2012-11,74,HIGH
PRJ_CODE_N06000010,N06000010,"AMLOHRI EPR (NCL) (6 MTY) - NCL,Madhya pradesh",6 MTY,,COAL,2009-03,2012-11,37,HIGH
PRJ_CODE_N06000015,N06000015,MAGADH OC (CCL),CCL,,COAL,2006-09,2012-11,71,HIGH
PRJ_CODE_N06000016,N06000016,ADRIYALA SHAFT PROJECT,,,COAL,2006-10,2012-11,70,HIGH
PRJ_CODE_N06000017,N06000017,"SHANTIKHANI LONGWALL PROJ- SCCL - SCCL,Andhra Pradesh",,,COAL,2009-03,2012-11,37,HIGH
PRJ_CODE_N06000019,N06000019,"BINA EXTN. PROJ - NCL,Multi State",6.0 Mtpa,,COAL,2009-03,2012-11,37,HIGH
PRJ_CODE_N06000020,N06000020,JHANJRA LONGWAL UG PHASE-II,,,COAL,2006-12,2012-11,68,HIGH
PRJ_CODE_N06000025,N06000025,"JALLARAM SHAFT PROJECT - SCCL,Andhra Pradesh",,,COAL,2009-03,2012-11,37,HIGH
PRJ_CODE_N06000030,N06000030,BHARATPUR OC EXPANSION PHASE-III PROJECT,,,COAL,2007-09,2010-03,30,HIGH
PRJ_CODE_N06000033,N06000033,"NIGAHI OC EXPANSION PROJECT 10 MTY TO 15 MTY, SINGRAULI - NCL,Madhya pradesh",,,COAL,2007-09,2012-11,59,HIGH
PRJ_CODE_N06000034,N06000034,BHUBANESWARI OCP,20.0 Mty,,COAL,2008-01,2012-11,55,HIGH
PRJ_CODE_N06000035,N06000035,KANIHA OCP,10.0 Mty,,COAL,2008-01,2012-11,55,HIGH
